trait	Chr	start	end	e_chr	e_start	e_peak	e_end	logP	var_exp	eQTL_classification	e_length	ens_gene	ext_gene	biotype
D1081.19a.1	I	8463356	8467224	I	3416900	8738362	12803092	10.7624646221112	0.210918144129184	Local eQTL	9386192	WBGene00304981	D1081.19	mRNA
D1081.19b.2	I	8463319	8463831	I	3261566	8738362	13299914	22.7132701806375	0.395739894106637	Local eQTL	10038348	WBGene00304981	D1081.19	mRNA
D1086.11b.1	V	14074613	14076725	V	2735494	4369135	5175241	6.8226001206199	0.144239668964739	Distant eQTL	2439747	WBGene00044081	D1086.11	mRNA
D1086.18.1	V	14085889	14087186	V	11516185	13722936	14772600	6.21800991069424	0.121778854901878	Local eQTL	3256415	WBGene00045405	D1086.18	mRNA
D1086.4a.1	V	14090426	14092454	I	1090252	1636553	2073189	6.27248114727064	0.135654362984189	Distant eQTL	982937	WBGene00001864	him-5	mRNA
D1086.7.1	V	14084270	14085811	II	3684888	3978307	4526844	7.25230810828389	0.298996473680457	Distant eQTL	841956	WBGene00008394	D1086.7	mRNA
D1086.7.1	V	14084270	14085811	V	13568225	15169717	15994874	8.58333611540164	0.306840336375954	Distant eQTL	2426649	WBGene00008394	D1086.7	mRNA
D2005.4.2	I	7814982	7819411	I	3540450	7917218	11391086	6.14681183063549	0.167180589230001	Local eQTL	7850636	WBGene00008399	D2005.4	mRNA
D2005.5.2	I	7820767	7826384	IV	1029231	1144942	1385881	6.63163514230125	0.11671926783535	Distant eQTL	356650	WBGene00008400	drh-3	mRNA
D2005.6.1	I	7785956	7793614	V	11396876	14649731	15984210	10.5581077329117	0.194901191244194	Distant eQTL	4587334	WBGene00008401	D2005.6	mRNA
D2007.2a.1	III	8148963	8154621	III	5362673	6453825	8776499	7.61762188538965	0.141204274093057	Distant eQTL	3413826	WBGene00017042	D2007.2	mRNA
D2007.4.1	III	8145015	8145974	III	6879961	7304548	7866694	6.27411991335162	0.115693590755495	Local eQTL	986733	WBGene00017044	mrpl-18	mRNA
D2013.10.1	II	9323960	9324700	II	8712363	9349351	10947437	41.808017849059	0.678352656614416	Local eQTL	2235074	WBGene00006520	tag-175	mRNA
D2023.1e.2	V	11789550	11800545	V	3193598	4332518	5001295	6.34538673981014	0.127195720405037	Distant eQTL	1807697	WBGene00014300	D2023.1	mRNA
D2023.2a.1	V	11817783	11822529	I	664678	1181220	1739195	6.43735182865499	0.12258954687045	Distant eQTL	1074517	WBGene00004258	pyc-1	mRNA
D2023.4.1	V	11825033	11825764	V	6979316	10864889	13629698	6.32627193327844	0.140895940266266	Local eQTL	6650382	WBGene00008408	D2023.4	mRNA
D2023.5.2	V	11825891	11827069	V	6457872	10037950	13722936	7.53129010655188	0.300753232154832	Distant eQTL	7265064	WBGene00008409	mpst-1	mRNA
D2023.7.1	V	11829582	11831220	III	2941327	3353294	4226117	6.60989487374766	0.151793947547688	Distant eQTL	1284790	WBGene00000731	col-158	mRNA
D2023.7.1	V	11829582	11831220	III	11784625	12099354	12403979	8.46414040309075	0.186155780561212	Distant eQTL	619354	WBGene00000731	col-158	mRNA
D2023.7.1	V	11829582	11831220	IV	15518135	16114207	16496848	7.43303093749844	0.135929750007518	Distant eQTL	978713	WBGene00000731	col-158	mRNA
D2023.7.1	V	11829582	11831220	V	16780160	17745063	18374467	6.21188391429751	0.143151438613215	Distant eQTL	1594307	WBGene00000731	col-158	mRNA
D2023.8	V	11814145	11814296	V	6799867	12023320	13764000	7.98931375638091	0.148157230607847	Local eQTL	6964133	WBGene00050970	D2023.8	pseudogenic_transcript
D2024.10	IV	7251541	7252428	V	13049648	14396609	15233225	6.2527102874471	0.154814323289453	Distant eQTL	2183577	WBGene00044505	D2024.10	pseudogenic_transcript
D2045.2.1	III	10452753	10460551	IV	6475037	10940663	13258232	6.13824985927506	0.135182335200406	Distant eQTL	6783195	WBGene00008422	D2045.2	mRNA
D2062.1.1	II	2631469	2633085	II	2054496	2622125	2862717	6.57695970571417	0.154594855066683	Local eQTL	808221	WBGene00017055	D2062.1	mRNA
D2062.4b.1	II	2623402	2624727	II	2166339	2625621	2854363	6.26160192892436	0.153194924546804	Local eQTL	688024	WBGene00017056	D2062.4	mRNA
D2062.7.1	II	2616934	2617338	II	1310072	2626577	3493217	16.2666765138037	0.374061040474283	Local eQTL	2183145	WBGene00017059	msrp-5	mRNA
D2063.3a.2	V	4338854	4341310	V	2188300	4330245	13849401	10.6988613207545	0.200018337743244	Local eQTL	11661101	WBGene00017062	glrx-3	mRNA
D2063.3b.1	V	4338877	4341312	V	2103344	4371412	5880208	41.3964260166166	0.66313158234564	Local eQTL	3776864	WBGene00017062	glrx-3	mRNA
D2085.5c.1	II	8669353	8677878	II	3018501	3629604	4338908	7.010564735155	0.129749386547998	Distant eQTL	1320407	WBGene00008430	hgap-2	mRNA
D2085.5c.1	II	8669353	8677878	V	11396876	13709420	16626580	8.63413544291826	0.160107573467955	Distant eQTL	5229704	WBGene00008430	hgap-2	mRNA
D2089.8.1	II	10662256	10662781	III	5896741	6604811	7160024	6.37699517108555	0.118757415164271	Distant eQTL	1263283	WBGene00271706	D2089.8	mRNA
D2092.8.1	I	6620665	6621294	V	13598611	14649731	15294340	6.17941128465531	0.126269688361838	Distant eQTL	1695729	WBGene00017068	D2092.8	mRNA
D2096.10.1	IV	8387626	8394204	IV	5342758	7957120	12867385	6.66158274286337	0.133712952691879	Local eQTL	7524627	WBGene00017077	D2096.10	mRNA
D2096.10.1	IV	8387626	8394204	X	2863701	4563807	5542736	6.40662034600744	0.125737471067612	Distant eQTL	2679035	WBGene00017077	D2096.10	mRNA
D2096.10.2	IV	8387626	8394199	IV	5788448	9254991	12955926	9.10688051017059	0.228281128545138	Local eQTL	7167478	WBGene00017077	D2096.10	mRNA
D2096.11.1	IV	8388853	8394205	IV	4197890	8752110	12899742	15.9935664545945	0.382385681007107	Local eQTL	8701852	WBGene00017078	D2096.11	mRNA
D2096.11.2	IV	8388853	8394203	IV	4620584	8326752	12955926	8.15410491278551	0.159583348851868	Local eQTL	8335342	WBGene00017078	D2096.11	mRNA
D2096.13.1	IV	8357938	8358592	II	8451682	9091122	9602438	6.2917684105223	0.116032402923091	Distant eQTL	1150756	WBGene00044953	D2096.13	mRNA
D2096.7b.1	IV	8375727	8377630	IV	5939571	8461418	12877681	6.83969100519672	0.126503363695104	Local eQTL	6938110	WBGene00017074	D2096.7	mRNA
D2096.7c.1	IV	8375733	8377630	V	14649731	15294340	15891669	6.49844289871452	0.119993001792565	Distant eQTL	1241938	WBGene00017074	D2096.7	mRNA
DC2.3a.1	V	204382	208389	V	1191	23692	1562943	13.6460246696462	0.40792110532503	Local eQTL	1561752	WBGene00017080	lec-12	mRNA
DC2.3b.2	V	204376	209758	V	1191	738822	1750319	15.7249534676101	0.409597565580448	Local eQTL	1749128	WBGene00017080	lec-12	mRNA
DC2.5a.1	V	210145	212787	V	1191	1714	2056287	28.8238708413321	0.509128621833215	Local eQTL	2055096	WBGene00017082	DC2.5	mRNA
DC2.5a.1	V	210145	212787	X	14707195	14966284	15411872	6.37766449766413	0.1884780372593	Distant eQTL	704677	WBGene00017082	DC2.5	mRNA
DC2.7b.1	V	232814	234668	V	1191	423094	1790020	27.8407548123526	0.564747041167749	Local eQTL	1788829	WBGene00017083	kin-33	mRNA
DH11.3.2	II	7995587	8000469	II	6267686	7033661	7707388	6.14283580485642	0.11886186526721	Local eQTL	1439702	WBGene00004005	pgp-11	mRNA
DH11.5b.1	II	7976608	7988186	V	19507269	20247813	20900332	6.54103153367774	0.120807508894923	Distant eQTL	1393063	WBGene00008438	DH11.5	mRNA
DY3.5.1	I	8771275	8777514	IV	3699373	4430374	6457100	6.50360710510468	0.135695586965365	Distant eQTL	2757727	WBGene00004115	pqn-26	mRNA
DY3.5.1	I	8771275	8777514	V	13594151	14654518	15302950	6.88101075832843	0.127872812987578	Distant eQTL	1708799	WBGene00004115	pqn-26	mRNA
E01A2.2b.1	I	4132498	4135239	III	7258951	7788842	8636160	6.28301926825761	0.115864450548345	Distant eQTL	1377209	WBGene00017085	E01A2.2	mRNA
E01A2.7.2	I	4142282	4144589	I	2820771	4316884	9915074	10.4731140313935	0.196954368765472	Local eQTL	7094303	WBGene00017089	poml-2	mRNA
E01G4.1a.1	II	13436923	13447593	II	12934310	13510131	15272855	37.2631874827211	0.764290991849547	Local eQTL	2338545	WBGene00008444	tbc-14	mRNA
E01G4.1a.2	II	13436923	13447604	II	13002820	13510131	14794270	35.1641915145825	0.773911192582078	Local eQTL	1791450	WBGene00008444	tbc-14	mRNA
E01G4.5.1	II	13472401	13473995	II	13092155	13495889	14526037	27.1292800866731	0.685170188984584	Local eQTL	1433882	WBGene00008447	E01G4.5	mRNA
E01G4.7	II	13477471	13478929	II	13002820	13495889	14258126	30.5770706361785	0.632764756242434	Local eQTL	1255306	WBGene00045410	E01G4.7	pseudogenic_transcript
E01G6.1.1	X	12260881	12266561	IV	3699373	4430374	6457100	6.13420135649409	0.113526628430131	Distant eQTL	2757727	WBGene00008449	E01G6.1	mRNA
E01G6.3.1	X	12241627	12244657	X	10474409	12236098	12860970	12.184431731893	0.238538514103717	Local eQTL	2386561	WBGene00008451	cest-3	mRNA
E02A10.3f.1	V	12586388	12588000	V	3182448	4331269	4999597	6.4094927296335	0.11829001738581	Distant eQTL	1817149	WBGene00008453	E02A10.3	mRNA
E02C12.6.1	V	9369490	9371086	V	18687753	19945382	20900332	8.01748256683356	0.148682254432654	Distant eQTL	2212579	WBGene00017092	E02C12.6	mRNA
E02C12.8c.2	V	9371574	9373613	III	2213183	2644030	2875086	6.27840543561915	0.121058952796326	Distant eQTL	661903	WBGene00017093	E02C12.8	mRNA
E02H1.2.1	II	9588184	9589767	I	993217	1549172	1938599	6.54383445325063	0.0845062297393467	Distant eQTL	945382	WBGene00008456	eral-1	mRNA
E02H1.2.1	II	9588184	9589767	II	8163605	10055669	10651124	9.78101516148038	0.250630124923225	Local eQTL	2487519	WBGene00008456	eral-1	mRNA
E02H1.3.1	II	9591292	9592936	V	13166974	14444778	15294340	7.00075006459295	0.195260861192637	Distant eQTL	2127366	WBGene00006473	tag-124	mRNA
E02H1.4.2	II	9593031	9595165	II	12322956	12525946	12740479	6.2002620890436	0.114274660623662	Distant eQTL	417523	WBGene00004050	parp-2	mRNA
E02H4.3b.1	X	14284757	14296658	V	18518103	19793012	20900332	6.32084448511501	0.119679188033425	Distant eQTL	2382229	WBGene00006517	madd-3	mRNA
E02H4.3d.1	X	14284757	14296658	X	12575289	13083108	13630767	7.27268853003298	0.147112013510802	Distant eQTL	1055478	WBGene00006517	madd-3	mRNA
E02H4.3e.1	X	14285476	14290940	V	18374467	19671203	20753513	6.20874588545774	0.11511392956308	Distant eQTL	2379046	WBGene00006517	madd-3	mRNA
E02H4.4.1	X	14257961	14262620	X	12736703	14214194	15861709	76.1260007227885	0.888046379335053	Local eQTL	3125006	WBGene00008462	E02H4.4	mRNA
E02H4.6.2	X	14250509	14252142	X	13304703	14044929	14696495	11.3477346076971	0.208802231158572	Local eQTL	1391792	WBGene00008464	E02H4.6	mRNA
E02H4.7.1	X	14256273	14257425	X	13332891	14188139	17254746	31.415136921021	0.584298670389787	Local eQTL	3921855	WBGene00077757	E02H4.7	mRNA
E02H9.12	III	2456176	2457012	III	1975865	2449975	2847009	19.6055680775326	0.460842448175347	Local eQTL	871144	WBGene00305991	E02H9.12	pseudogenic_transcript
E02H9.2	III	2465413	2466901	III	1725974	2332063	2866913	49.2564752558228	0.660515809150439	Local eQTL	1140939	WBGene00017100	E02H9.2	pseudogenic_transcript
E02H9.3a.1	III	2459042	2465081	III	2012152	2452510	2781955	6.35273651316108	0.126249218698809	Local eQTL	769803	WBGene00017101	E02H9.3	mRNA
E02H9.3a.2	III	2461904	2465081	III	1863995	2473436	2788088	7.93205147084963	0.184872526533834	Local eQTL	924093	WBGene00017101	E02H9.3	mRNA
E02H9.3b.1	III	2462007	2464876	III	1814028	2292712	3483746	19.5102387816589	0.414054065622471	Local eQTL	1669718	WBGene00017101	E02H9.3	mRNA
E02H9.7.1	III	2445243	2445674	I	12772086	13853090	14693080	6.45764609229261	0.0735297509707706	Distant eQTL	1920994	WBGene00017105	E02H9.7	mRNA
E02H9.9.1	III	2467284	2468302	III	1857632	2477040	2788107	10.6312737878093	0.302979674909029	Local eQTL	930475	WBGene00017106	E02H9.9	mRNA
E03E2.1.2	X	5714279	5717601	II	8652170	9243856	9737554	6.26998845412474	0.115614262197742	Distant eQTL	1085384	WBGene00017108	cyp-43A1	mRNA
E03H4.8.1	I	12424412	12426850	I	4696683	12422178	14085152	25.9999738087697	0.442072119046217	Local eQTL	9388469	WBGene00008476	E03H4.8	mRNA
E03H4.8.2	I	12424415	12426518	I	7282216	12422178	13922513	22.6705705057579	0.420346990831044	Local eQTL	6640297	WBGene00008476	E03H4.8	mRNA
E04A4.4a.1	IV	4739490	4744267	III	3497826	5030815	5711688	8.05114692530227	0.179930085476545	Distant eQTL	2213862	WBGene00001983	hoe-1	mRNA
E04D5.1a.2	II	10416786	10419239	II	1493504	8843293	13141613	9.42752517746384	0.186059862551868	Distant eQTL	11648109	WBGene00008480	eif-2A	mRNA
E04D5.3.2	II	10436135	10440096	II	775218	1186497	1664487	8.20750596922781	0.153598365270537	Distant eQTL	889269	WBGene00008482	cut-4	mRNA
E04F6.11a.1	II	7217943	7225662	II	5681839	7152183	8025320	13.2259015660773	0.329576921515583	Local eQTL	2343481	WBGene00000530	clh-3	mRNA
E04F6.11f.1	II	7217948	7222997	II	5942476	7152183	8025320	8.53771748064427	0.200399360048218	Local eQTL	2082844	WBGene00000530	clh-3	mRNA
E04F6.5a.2	II	7192429	7194815	II	12716131	12943220	13125464	6.80683783608815	0.132125325332729	Distant eQTL	409333	WBGene00017125	acdh-12	mRNA
E04F6.8.2	II	7210731	7211386	II	6636759	7271017	7835292	6.28439590649987	0.19237859301987	Local eQTL	1198533	WBGene00017127	E04F6.8	mRNA
E04F6.9.2	II	7211623	7212161	II	5595528	6267686	7083390	7.45403279405761	0.138129420054858	Local eQTL	1487862	WBGene00017128	E04F6.9	mRNA
EEED8.14.2	II	5412711	5414056	II	4574488	5418371	6102248	6.79004576069193	0.126134820702308	Local eQTL	1527760	WBGene00017142	EEED8.14	mRNA
EEED8.16.2	II	5390232	5393192	III	8311987	8920680	9762697	7.17929678244868	0.133553000741117	Distant eQTL	1450710	WBGene00017144	brap-2	mRNA
EEED8.8.1	II	5388829	5390104	II	3998416	5404993	9969412	20.7728203789376	0.344684248338739	Local eQTL	5970996	WBGene00003583	ndx-6	mRNA
EGAP1.5a.1	III	5931721	5932788	III	3131140	5819529	7624271	36.3803697120723	0.547053261357345	Local eQTL	4493131	WBGene00271775	EGAP1.5	mRNA
EGAP2.2.1	II	5229994	5230782	II	4428551	5179383	5944790	6.39950665587511	0.231025290996729	Local eQTL	1516239	WBGene00017148	EGAP2.2	mRNA
EGAP9.2.1	V	6573939	6575890	II	303892	946924	1604326	9.58895396779564	0.177537697050798	Distant eQTL	1300434	WBGene00001506	fut-2	mRNA
F01D5.2.1	II	13998460	13999064	II	13477780	14014821	14540817	6.6887621201826	0.125949637934203	Local eQTL	1063037	WBGene00008493	F01D5.2	mRNA
F01D5.3.1	II	13999059	14000144	II	13557834	14014821	14540817	8.23882795322451	0.120932145167509	Local eQTL	982983	WBGene00008494	F01D5.3	mRNA
F01D5.7b.1	II	14008659	14010634	X	5866230	6906818	7646449	6.22627850262314	0.139819199258665	Distant eQTL	1780219	WBGene00008497	F01D5.7	mRNA
F01E11.1.1	X	6991727	6994162	I	993217	1549172	1938599	7.3287645199083	0.150216934394561	Distant eQTL	945382	WBGene00017154	ugt-57	mRNA
F01E11.1.1	X	6991727	6994162	II	12996369	13158734	13397524	6.67113571978116	0.133831275186856	Distant eQTL	401155	WBGene00017154	ugt-57	mRNA
F01E11.3.1	X	6967369	6983132	X	10702407	12850823	13503855	9.30696580758306	0.180806151449171	Distant eQTL	2801448	WBGene00017156	F01E11.3	mRNA
F01F1.3.1	III	5872628	5874706	III	4546978	5409094	7760609	6.60771295606188	0.122081653957892	Local eQTL	3213631	WBGene00017160	F01F1.3	mRNA
F01F1.7.1	III	5848838	5853269	III	5152584	8079796	8787039	7.5185370607606	0.214206741481601	Distant eQTL	3634455	WBGene00017162	ddx-23	mRNA
F01F1.9a.1	III	5861842	5863800	III	9089134	9932807	10777374	7.55875455785562	0.140098820732418	Distant eQTL	1688240	WBGene00017163	dnpp-1	mRNA
F01G4.3.1	IV	11135566	11142364	IV	5553943	12233805	14424269	9.84987998867595	0.182245155148423	Distant eQTL	8870326	WBGene00008502	skih-2	mRNA
F01G4.3.1	IV	11135566	11142364	V	5670411	10037950	13492184	7.55125956471303	0.139957990498461	Distant eQTL	7821773	WBGene00008502	skih-2	mRNA
F01G4.3.2	IV	11135563	11142364	IV	5553943	9183820	14284371	20.1971142237462	0.393030075034104	Distant eQTL	8730428	WBGene00008502	skih-2	mRNA
F01G4.3.2	IV	11135563	11142364	V	5670411	8285021	14654284	11.9904831297531	0.305072616488889	Distant eQTL	8983873	WBGene00008502	skih-2	mRNA
F01G4.4b.1	IV	11143339	11146018	IV	6475037	10940663	13520367	8.72998271659877	0.164555429921358	Local eQTL	7045330	WBGene00008503	F01G4.4	mRNA
F02A9.6.1	III	9092241	9099698	X	11767347	12717301	13271061	6.20373414659104	0.114341401178925	Distant eQTL	1503714	WBGene00001609	glp-1	mRNA
F02C9.3.1	V	3129103	3133412	X	10324665	11548574	12663567	6.48252739438992	0.158830988469729	Distant eQTL	2338902	WBGene00017174	tat-6	mRNA
F02D10.5.1	X	13452667	13456658	III	12071807	12368134	12857635	6.39289084973576	0.118515789379119	Distant eQTL	785828	WBGene00001465	flr-1	mRNA
F02D8.2.1	V	14978505	14980248	IV	3699373	4430374	6457100	6.40278827605005	0.118706263382137	Distant eQTL	2757727	WBGene00001701	grd-12	mRNA
F02E11.3.1	II	3273437	3275023	II	2797814	3249418	3611666	7.95170009061677	0.180656712831141	Local eQTL	813852	WBGene00017181	F02E11.3	mRNA
F02E8.3.2	X	4458266	4459264	I	2842684	3904748	8556080	6.67179519124678	0.12347586617636	Distant eQTL	5713396	WBGene00000157	aps-2	mRNA
F02H6.1	IV	14199263	14201780	IV	10482193	14910524	16785392	19.8726962950638	0.476129554707253	Local eQTL	6303199	WBGene00008534	F02H6.1	pseudogenic_transcript
F02H6.3a.1	IV	14203470	14205162	IV	12881571	14910524	16224947	27.53733713264	0.570878021823191	Local eQTL	3343376	WBGene00008536	F02H6.3	mRNA
F02H6.3a.2	IV	14203427	14205357	I	6055656	10826462	11886472	7.92457545717405	0.0830410356580309	Distant eQTL	5830816	WBGene00008536	F02H6.3	mRNA
F02H6.3a.2	IV	14203427	14205357	IV	12881571	14910524	15664367	26.128437225829	0.57387775626672	Local eQTL	2782796	WBGene00008536	F02H6.3	mRNA
F02H6.3b.1	IV	14203427	14205354	IV	10515538	14910524	15995431	25.8535361725516	0.537963398012318	Local eQTL	5479893	WBGene00008536	F02H6.3	mRNA
F02H6.4a	IV	14216113	14219159	IV	13561631	14420820	15517804	15.0707922461789	0.545995843315765	Local eQTL	1956173	WBGene00008537	F02H6.4	pseudogenic_transcript
F02H6.4a	IV	14216113	14219159	V	16236905	16674284	17005251	6.46021074312151	0.0929660973929683	Distant eQTL	768346	WBGene00008537	F02H6.4	pseudogenic_transcript
F02H6.4b	IV	14218892	14219159	IV	12009649	14811150	16218205	56.5317168465244	0.8276420313053	Local eQTL	4208556	WBGene00008537	F02H6.4	pseudogenic_transcript
F02H6.4c	IV	14207564	14219159	IV	13357957	14420820	15981811	13.0811894827895	0.469604124646085	Local eQTL	2623854	WBGene00008537	F02H6.4	pseudogenic_transcript
F02H6.6.1	IV	14229273	14230899	IV	12009649	14811150	16410833	19.1239838215393	0.523679672693703	Local eQTL	4401184	WBGene00008539	F02H6.6	mRNA
F07A11.1.1	II	11588524	11592060	I	709938	1207814	1781097	6.40834097667057	0.118813112072869	Distant eQTL	1071159	WBGene00008545	F07A11.1	mRNA
F07B7.10.1	V	8849788	8850171	II	7028	2319784	3265775	6.97112986186797	0.129131973713967	Distant eQTL	3258747	WBGene00001925	his-51	mRNA
F07B7.11.1	V	8853006	8853377	II	7028	209512	3127455	11.3932064210442	0.254884712902209	Distant eQTL	3120427	WBGene00001928	his-54	mRNA
F07B7.11.1	V	8853006	8853377	V	5024107	8681460	13592121	9.52981068229335	0.225185317778125	Local eQTL	8568014	WBGene00001928	his-54	mRNA
F07B7.1.1	V	8872277	8873535	II	6221000	6994573	7949635	6.51874015608226	0.166100855096102	Distant eQTL	1728635	WBGene00017185	F07B7.1	mRNA
F07B7.1.1	V	8872277	8873535	V	16695067	17029962	18031225	8.15202146412014	0.1958270022571	Distant eQTL	1336158	WBGene00017185	F07B7.1	mRNA
F07B7.2.1	V	8870259	8872003	V	15998936	16535765	16777102	7.18001700212567	0.217983196850302	Distant eQTL	778166	WBGene00017186	F07B7.2	mRNA
F07B7.3.1	V	8853670	8854053	II	7028	2319784	3265775	6.97112986186797	0.129131973713967	Distant eQTL	3258747	WBGene00001927	his-53	mRNA
F07B7.4.1	V	8850464	8850835	II	7028	209512	3127455	11.3932064210442	0.254884712902209	Distant eQTL	3120427	WBGene00001926	his-52	mRNA
F07B7.4.1	V	8850464	8850835	V	5024107	8681460	13592121	9.52981068229335	0.225185317778125	Local eQTL	8568014	WBGene00001926	his-52	mRNA
F07B7.5.1	V	8847943	8848353	V	5280803	9008821	13484984	9.75267923462798	0.180494330113202	Local eQTL	8204181	WBGene00001923	his-49	mRNA
F07C3.17	V	9228693	9229118	IV	3357610	4026629	5117686	6.11751402702583	0.157618464188033	Distant eQTL	1760076	WBGene00304202	F07C3.17	pseudogenic_transcript
F07C6.4c.2	IV	12805925	12830109	IV	6797915	12827322	13695511	9.37598070334008	0.191760440396154	Local eQTL	6897596	WBGene00008555	F07C6.4	mRNA
F07E5.12.1	II	2068354	2069160	II	7028	1612208	2797814	14.9149368138377	0.520657086712047	Local eQTL	2790786	WBGene00219315	F07E5.12	mRNA
F07E5.8.1	II	2072221	2075596	II	7028	2180709	2797814	8.76837817960092	0.272365885489048	Local eQTL	2790786	WBGene00017213	F07E5.8	mRNA
F07F6.6.1	II	5440242	5446606	II	619231	1186497	1604326	7.41003636456857	0.137300930773371	Distant eQTL	985095	WBGene00003774	nmr-1	mRNA
F07F6.7.2	II	5422732	5423860	II	10691681	11279813	11756053	6.29873566433724	0.12630439732689	Distant eQTL	1064372	WBGene00017219	F07F6.7	mRNA
F07G6.7.1	X	1716253	1718579	III	12249	763976	1905583	10.8460007020206	0.173741233068021	Distant eQTL	1893334	WBGene00017226	fbxa-53	mRNA
F07H5.13.1	II	8790557	8791437	II	12996369	13158734	13394583	6.98491433462707	0.152265326695055	Distant eQTL	398214	WBGene00008563	F07H5.13	mRNA
F07H5.4	II	8786457	8787119	II	7318596	7867402	8353282	6.16379002798192	0.215942515774594	Local eQTL	1034686	WBGene00014308	F07H5.4	pseudogenic_transcript
F07H5.8.1	II	8801130	8804889	V	13598611	14649731	15294340	6.84076484823811	0.126523792891385	Distant eQTL	1695729	WBGene00008559	F07H5.8	mRNA
